"","LabID","Ash"
"1",27,2.33556885853875
"2",448,4.44666232328653
"3",1041,3.74348267266628
"4",1059,1.66387420992038
"5",1183,2.78930714061176
"6",2080,2.28148579412496
"7",2205,2.11127000257492
"8",2812,0.962598826088095
"9",3288,1.04097279732009
"10",3916,2.38259278379185
"11",4047,0.875197126133787
"12",4148,1.79979986043254
"13",4208,1.2484084219903
"14",4223,0.837501611385018
"15",4783,2.15144597556812
"16",4851,5.14094214477257
"17",5141,1.78412348845284
"18",5359,4.94030220628924
"19",5521,2.02404370705557
"20",5531,1.45484723163158
"21",5687,2.28214617533541
"22",5769,2.8061224489796
"23",6205,1.39525093721892
"24",6607,4.18195157740279
"25",6821,3.12704481322122
"26",6919,1.81872057670856
"27",6941,1.71744292921967
"28",7024,1.74044263225641
"29",7076,2.52516045636215
"30",7237,2.5580249197842
"31",7512,2.02973597023031
"32",7632,1.28137338237174
"33",8180,2.06014442581565
"34",8980,2.89166452337786
"35",9688,1.767642845588
"36",9796,1.60304752035248
"37",9980,1.05237002852942
"38",10022,1.14113620401046
"39",10541,1.10538840842594
"40",10638,1.0125630263923
"41",10798,0.632692584879842
"42",10874,0.718286917290177
"43",11671,1.38008276022827
"44",12718,1.40347065215687
"45",12962,1.22652785860261
"46",13038,0.887301885109866
"47",13297,1.10407365034386
"48",13429,1.81848152495195
"49",13501,1.74790168102394
"50",13892,1.09683693245532
"51",14117,2.66970041714072
"52",14501,2.50230896234626
"53",14554,1.21239110266247
"54",15129,1.26081587345634
"55",15213,1.45275302551065
"56",15218,1.39447788399683
"57",15237,1.96978071054139
"58",15325,1.7699540941681
"59",16145,0.987639247691148
"60",16223,2.37194633079444
"61",16602,4.52786124820279
"62",16842,2.36711445523754
"63",17169,1.71383379836701
"64",17468,0.897270539905546
"65",17938,2.90740317814284
"66",18100,2.5670184320326
"67",18818,1.06797294691654
"68",20482,1.09133036720129
"69",20483,1.870713562937
"70",20688,2.23844499749805
"71",21011,1.4518152689727
"72",21784,1.22852917756798
"73",22631,1.39989917893256
"74",23077,2.77717828616253
"75",23445,2.49976276897438
"76",23769,2.46883549841747
"77",23955,2.00180335088761
"78",24513,2.14846727758859
"79",24717,1.96507986511438
"80",24816,1.69193180543669
"81",24854,1.81327889460933
"82",25084,1.84989454097852
"83",25160,2.23497180023948
"84",25209,1.11890302478696
"85",25683,0.748184234420334
"86",25704,1.47974876007944
"87",26551,0.778817429366393
"88",26609,1.34022020262184
"89",26696,2.25768658271023
"90",27151,0.929144457464931
"91",27181,1.36959341030534
"92",27866,1.34155495449099
"93",27994,0.307158781273225
"94",28318,1.31662034347543
"95",28607,1.28062177405407
"96",28616,2.05130337153145
"97",28939,1.69374635349634
"98",29318,1.50127524134024
"99",29799,1.23772349388043
"100",29825,2.13684701494751
"101",30256,0.994767965473208
"102",30464,2.22221901474105
"103",30569,1.85577693901773
"104",31156,0.786021262157907
"105",31478,1.3140461276294
"106",31709,1.37299101268751
"107",31854,1.23936612435395
"108",31929,1.52469560883432
"109",32159,1.42461992842259
"110",32327,1.95706601695032
"111",32753,2.51546586561994
"112",33088,1.19629118556686
"113",33545,1.13509904295569
"114",33697,1.08002222750052
"115",33876,2.53293322665581
"116",34803,2.31882967365026
"117",35039,1.31286719285921
"118",35048,3.85446057753194
"119",35852,0.687881911894233
"120",35862,1.00350303953715
"121",36045,1.29198871123715
"122",37320,2.52857455156486
"123",37819,0.868723659123002
"124",38297,1.75422298578236
"125",38923,1.8448487326247
"126",39011,0.368910795441526
"127",39174,1.18103860350855
"128",39293,0.365942928509325
"129",39437,1.20787151364219
"130",40066,1.49336456872203
"131",40331,2.7569417976161
"132",40413,1.30225408605086
"133",40430,1.13405368871351
"134",40497,1.69728770383587
"135",40501,1.47408390328915
"136",41029,2.17980938814651
"137",41580,1.76028164506325
"138",41596,0.63689320388349
"139",42168,1.38030595285969
"140",42224,4.49307884788135
"141",42241,1.46679098277981
"142",43030,1.35625839020516
"143",43449,2.04265603856774
"144",43843,0.965452653667658
"145",44123,0.911026194369221
"146",44461,0.749010672358539
"147",44670,0.968989339897899
"148",45604,1.18667909771372
"149",45794,1.30274251408562
"150",46009,1.37840685746587
"151",46361,1.61421539666662
"152",46476,1.47689903937256
"153",46945,0.849729947827245
"154",46947,1.50397468259052
"155",47225,1.86485157080893
"156",47446,0.370395771011026
"157",47744,2.38187348031108
"158",47862,2.65783617768884
"159",48422,0.793035709597225
"160",48498,1.50275395607977
"161",48893,2.36166361487381
"162",49038,2.49364129766834
"163",49159,2.20114173671141
"164",49856,1.29705916398278
"165",49951,1.20229778487117
"166",50473,1.95567956683911
"167",50763,0.904489334055463
"168",50858,0.756884025160424
"169",51416,1.67489383094233
"170",51464,1.7140337543265
"171",51672,2.40257329579402
"172",51705,2.11855826444633
"173",51898,1.59591051821266
"174",51930,2.83514478887614
"175",52174,1.53043885767719
"176",52244,1.42263679667376
"177",52483,0.599382367367454
"178",52585,2.24112229804298
"179",53247,1.98678631626313
"180",53734,1.80661550656909
"181",54062,3.77161700119086
"182",54718,1.86018563446596
"183",54804,1.91511750263067
"184",54856,1.76986321984897
"185",55019,2.34390800784029
"186",55055,1.33592938753109
"187",55492,1.0307205098326
"188",55772,2.31410484639186
"189",55858,2.4252229628808
"190",56706,1.39532286522058
"191",57235,1.18997025074374
"192",57244,1.30534569070128
"193",57448,1.55140927535147
"194",57687,1.01384272776191
"195",57879,1.89127549202599
"196",58295,0.801715243868809
"197",58594,2.12680857125657
"198",58947,1.54425044301396
"199",59331,1.73049895651157
"200",59337,1.49594284671944
"201",59459,0.993688162832367
"202",60268,0.64378419732233
"203",60337,1.22761823988159
"204",60693,1.4492607560435
"205",60789,0.575178632561074
"206",61538,0.877193197139011
"207",61622,1.67258050086035
"208",62078,1.69037294566395
"209",62234,1.23000141459282
"210",62282,0.859284380295648
"211",62543,0.544914267819249
"212",62653,1.0644077979736
"213",62881,1.31510433973289
"214",63089,2.21898187552054
"215",63249,0.95134023269269
"216",63443,1.26866137656197
"217",63531,3.07313395092992
"218",63725,1.43895466953757
"219",63730,1.81031314498047
"220",63767,1.53825939317022
"221",63818,0.868047793933789
"222",63969,1.60083924276679
"223",64334,2.71551603107657
"224",64354,0.501882057716471
